Gene	Cytoband	(A) Asian	(B) White	(A) Asian	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
PCED1B-AS1	12q13.11	4.02	4.03	1.63	1.24	-0.01	0.959	0.987	(B) White
PLAU	10q22.2	10.27	10.27	1.21	1.22	0.01	0.959	0.987	(A) Asian
RPL7	8q21.11	11.50	11.51	1.27	1.26	-0.01	0.960	0.987	(B) White
TADA2A	17q12	7.78	7.78	0.50	0.65	0.00	0.960	0.987	(A) Asian
CYP2A7	19q13.2	0.58	0.57	0.83	0.93	0.01	0.960	0.987	(A) Asian
VAV3	1p13.3	7.67	7.68	1.91	1.79	-0.01	0.960	0.987	(B) White
STAP2	19p13.3	9.35	9.34	1.14	1.10	0.01	0.960	0.987	(A) Asian
TMEM266	15q24.2	3.99	4.00	1.01	0.99	-0.01	0.960	0.987	(B) White
FSCN1	7p22.1	10.01	10.00	1.38	1.15	0.01	0.960	0.987	(A) Asian
MICU1	10q22.1	10.36	10.36	0.51	0.54	-0.00	0.960	0.987	(B) White
ZC3H12D	6q25.1	5.58	5.57	1.46	1.41	0.01	0.960	0.987	(A) Asian
CXCL10	4q21.1	8.81	8.83	1.92	2.02	-0.01	0.960	0.987	(B) White
GBA3	4p15.2	3.13	3.11	2.72	2.51	0.02	0.960	0.987	(A) Asian
SLC35E4	22q12.2	6.98	6.99	1.00	0.97	-0.01	0.960	0.987	(B) White
NPAT	11q22.3	9.04	9.04	0.51	0.53	-0.00	0.960	0.987	(B) White
GMIP	19p13.11	9.33	9.33	0.65	0.61	-0.00	0.960	0.987	(B) White
SDAD1	4q21.1	9.98	9.98	0.37	0.39	-0.00	0.960	0.987	(B) White
BTBD6	14q32.33	9.80	9.80	0.46	0.51	-0.00	0.960	0.987	(B) White
TSTA3	8q24.3	11.42	11.43	0.92	0.95	-0.01	0.960	0.987	(B) White
FMR1-AS1	Xq27.3	0.47	0.47	0.60	0.59	-0.00	0.960	0.987	(B) White
SERP1	3q25.1	12.09	12.09	0.42	0.48	-0.00	0.960	0.987	(B) White
CIITA	16p13.13	8.83	8.82	1.67	1.55	0.01	0.961	0.987	(A) Asian
TMEM217	6p21.2	4.01	4.00	0.99	0.82	0.01	0.961	0.987	(A) Asian
PDE6C	10q23.33	0.40	0.40	0.61	0.54	0.00	0.961	0.987	(A) Asian
ID4	6p22.3	7.26	7.25	1.45	1.29	0.01	0.961	0.987	(A) Asian
CXCL2	4q13.3	8.19	8.18	1.87	1.80	0.01	0.961	0.987	(A) Asian
DHRS7B	17p11.2	8.81	8.82	0.61	0.62	-0.00	0.961	0.987	(B) White
C6ORF226	6p21.1	6.09	6.09	0.76	0.77	-0.00	0.961	0.987	(B) White
MDGA2	14q21.3	0.78	0.79	1.55	1.34	-0.01	0.961	0.987	(B) White
SOX5	12p12.1	3.98	3.97	1.78	1.51	0.01	0.961	0.987	(A) Asian
PPP1R15B	1q32.1	11.06	11.06	0.43	0.45	0.00	0.961	0.987	(A) Asian
CD8A	2p11.2	7.82	7.81	1.58	1.75	0.01	0.962	0.988	(A) Asian
PRELID1	5q35.3	11.13	11.12	0.71	0.65	0.00	0.962	0.988	(A) Asian
RFESD	5q15	3.80	3.80	0.89	0.82	-0.01	0.962	0.988	(B) White
AKNA	9q32	9.92	9.92	0.87	0.86	-0.01	0.962	0.988	(B) White
ABLIM2	4p16.1	6.98	6.98	1.51	1.40	-0.01	0.962	0.988	(B) White
ADSSL1	14q32.33	5.82	5.83	1.69	1.50	-0.01	0.962	0.988	(B) White
MX1	21q22.3	10.98	10.98	1.42	1.28	-0.01	0.962	0.988	(B) White
SLC25A13	7q21.3	9.67	9.67	0.71	0.72	0.00	0.963	0.988	(A) Asian
TM9SF4	20q11.21	11.45	11.44	0.51	0.49	0.00	0.963	0.988	(A) Asian
PCDHGA7	5q31.3	3.29	3.30	1.26	1.38	-0.01	0.963	0.988	(B) White
DOCK1	10q26.2	10.50	10.50	0.59	0.60	0.00	0.963	0.988	(A) Asian
SLC22A18	11p15.4	8.88	8.89	1.17	1.27	-0.01	0.963	0.988	(B) White
CHUK	10q24.31	9.48	9.48	0.47	0.49	-0.00	0.963	0.988	(B) White
OTULIN	5p15.2	9.09	9.09	0.51	0.49	-0.00	0.963	0.988	(B) White
APBB3	5q31.3	7.33	7.33	0.67	0.62	0.00	0.963	0.988	(A) Asian
LYSMD3	5q14.3	9.04	9.04	0.45	0.46	0.00	0.963	0.988	(A) Asian
DDX31	9q34.13	8.21	8.20	0.61	0.53	0.00	0.963	0.988	(A) Asian
FAM98C	19q13.2	7.70	7.70	0.56	0.64	0.00	0.963	0.988	(A) Asian
HDAC7	12q13.11	10.51	10.52	0.56	0.54	-0.00	0.964	0.989	(B) White
ACY1	3p21.2	9.75	9.74	1.01	0.91	0.01	0.964	0.989	(A) Asian
ALG1L	3q21.2	4.76	4.77	2.31	2.15	-0.01	0.964	0.989	(B) White
GABARAP	17p13.1	12.06	12.06	0.57	0.53	-0.00	0.964	0.989	(B) White
TNFRSF13B	17p11.2	3.42	3.41	2.17	2.08	0.01	0.964	0.989	(A) Asian
SENP7	3q12.3	8.12	8.12	0.99	0.91	-0.01	0.965	0.989	(B) White
HOXA4	7p15.2	5.74	5.75	1.65	1.51	-0.01	0.965	0.989	(B) White
LYRM1	16p12.3	9.13	9.13	0.63	0.68	-0.00	0.965	0.989	(B) White
ATCAY	19p13.3	1.37	1.37	1.52	1.48	0.01	0.965	0.989	(A) Asian
ETV5	3q27.2	9.01	9.01	1.11	1.02	0.01	0.965	0.989	(A) Asian
GPR4	19q13.32	7.35	7.36	0.88	0.83	-0.00	0.965	0.989	(B) White
C21ORF91	21q21.1	8.32	8.33	0.68	0.66	-0.00	0.966	0.989	(B) White
EFNA5	5q21.3	7.05	7.04	1.90	1.63	0.01	0.966	0.989	(A) Asian
DSC2	18q12.1	10.01	10.00	1.55	1.67	0.01	0.966	0.989	(A) Asian
EEF1DP3	13q13.1	2.20	2.20	1.24	1.25	-0.01	0.966	0.989	(B) White
HIST2H2BF	1q21.2	4.86	4.85	1.08	1.04	0.01	0.966	0.989	(A) Asian
SOX12	20p13	8.59	8.58	0.96	1.02	0.01	0.966	0.989	(A) Asian
PNKD	2q35	10.87	10.88	0.87	0.78	-0.00	0.966	0.989	(B) White
ATXN10	22q13.31	10.55	10.55	0.38	0.42	-0.00	0.966	0.989	(B) White
FBXO40	3q13.33	1.17	1.17	1.29	1.27	-0.01	0.966	0.989	(B) White
PSD	10q24.32	6.01	6.02	2.43	2.26	-0.01	0.966	0.989	(B) White
DTX1	12q24.13	6.57	6.58	1.62	1.37	-0.01	0.966	0.989	(B) White
ZNF385A	12q13.13	8.68	8.68	1.01	0.87	0.01	0.966	0.989	(A) Asian
JRK	8q24.3	8.80	8.80	0.63	0.68	-0.00	0.966	0.989	(B) White
SLC16A10	6q21	5.12	5.11	1.65	1.59	0.01	0.966	0.989	(A) Asian
NOP9	14q12	8.01	8.01	0.69	0.66	0.00	0.966	0.989	(A) Asian
WDR11	10q26.12	10.29	10.29	0.68	0.48	-0.00	0.966	0.989	(B) White
PPFIBP1	12p11.23-p11.22	10.02	10.03	0.70	0.74	-0.00	0.966	0.989	(B) White
ST18	8q11.23	3.04	3.05	1.79	1.85	-0.01	0.966	0.989	(B) White
ATMIN	16q23.2	10.31	10.31	0.36	0.35	-0.00	0.966	0.989	(B) White
TXLNA	1p35.2	10.71	10.71	0.40	0.41	0.00	0.966	0.989	(A) Asian
NFKBIZ	3q12.3	9.70	9.69	1.15	1.09	0.01	0.966	0.989	(A) Asian
SULT1A3	16p11.2	9.90	9.89	0.72	0.90	0.00	0.966	0.989	(A) Asian
TLN2	15q22.2	9.57	9.56	1.01	1.01	0.01	0.967	0.989	(A) Asian
CD3G	11q23.3	5.67	5.66	1.48	1.57	0.01	0.967	0.989	(A) Asian
ZNF106	15q15.1	10.73	10.73	0.62	0.59	0.00	0.967	0.989	(A) Asian
CSMD1	8p23.2	1.67	1.66	2.01	1.91	0.01	0.967	0.989	(A) Asian
TDRD9	14q32.33	2.60	2.59	2.43	2.00	0.01	0.967	0.989	(A) Asian
FZD7	2q33.1	8.91	8.92	1.38	1.14	-0.01	0.967	0.989	(B) White
PAF1	19q13.2	10.28	10.28	0.39	0.49	0.00	0.967	0.989	(A) Asian
IGSF22	11p15.1	2.94	2.93	1.41	1.41	0.01	0.967	0.989	(A) Asian
WASHC4	12q23.3	10.26	10.26	0.44	0.45	0.00	0.967	0.989	(A) Asian
CALB1	8q21.3	2.81	2.82	2.68	2.90	-0.01	0.967	0.989	(B) White
CATIP	2q35	0.69	0.69	0.82	0.77	-0.00	0.967	0.989	(B) White
PGAP1	2q33.1	8.39	8.39	1.16	1.05	-0.01	0.967	0.989	(B) White
C16ORF72	16p13.2	10.11	10.11	0.36	0.40	0.00	0.967	0.989	(A) Asian
AACS	12q24.31	9.68	9.68	0.74	0.71	-0.00	0.967	0.989	(B) White
LONRF3	Xq24	6.19	6.18	1.47	1.55	0.01	0.967	0.989	(A) Asian
LOC728743	7q36.1	7.46	7.46	0.86	0.86	-0.00	0.967	0.989	(B) White
ESAM	11q24.2	9.15	9.15	0.84	0.82	-0.00	0.967	0.989	(B) White
SYCP2L	6p24.2	1.98	1.98	1.77	1.71	-0.01	0.967	0.989	(B) White
SLC25A46	5q22.1	9.20	9.20	0.75	0.65	-0.00	0.967	0.989	(B) White
VWA1	1p36.33	10.58	10.58	0.91	0.91	-0.00	0.968	0.989	(B) White
TMEM37	2q14.2	8.15	8.15	1.44	1.29	0.01	0.968	0.989	(A) Asian
SYNE4	19q13.12	4.35	4.33	2.49	2.55	0.01	0.968	0.989	(A) Asian
SLC25A12	2q31.1	8.65	8.64	0.80	0.81	0.00	0.968	0.989	(A) Asian
USP5	12p13.31	10.72	10.73	0.47	0.40	-0.00	0.968	0.989	(B) White
G6PC	17q21.31	0.77	0.76	1.48	1.29	0.01	0.968	0.989	(A) Asian
NOL10	2p25.1	9.63	9.63	0.47	0.41	-0.00	0.968	0.989	(B) White
ZNF429	19p12	6.39	6.40	1.30	1.23	-0.01	0.968	0.989	(B) White
FAM193A	4p16.3	9.40	9.40	0.37	0.41	-0.00	0.968	0.989	(B) White
BTAF1	10q23.32	9.97	9.96	0.58	0.68	0.00	0.968	0.989	(A) Asian
ADCY3	2p23.3	9.84	9.85	0.66	0.60	-0.00	0.968	0.989	(B) White
NOS3	7q36.1	8.28	8.29	0.99	0.98	-0.00	0.968	0.989	(B) White
ZNF169	9q22.32	6.47	6.48	0.69	0.61	-0.00	0.969	0.990	(B) White
TFDP2	3q23	8.30	8.30	0.67	0.64	-0.00	0.969	0.990	(B) White
HNRNPH2	Xq22.1	11.19	11.19	0.37	0.36	-0.00	0.969	0.990	(B) White
HIST1H2BD	6p22.2	7.72	7.72	1.18	1.26	0.01	0.969	0.990	(A) Asian
SEPHS1P1	7q11.21	1.85	1.86	1.40	1.32	-0.01	0.969	0.990	(B) White
HCAR1	12q24.31	4.17	4.16	2.37	2.12	0.01	0.969	0.990	(A) Asian
MINDY4	7p14.3	7.41	7.41	0.96	0.91	-0.00	0.969	0.990	(B) White
ARL8A	1q32.1	9.79	9.79	0.50	0.47	0.00	0.969	0.990	(A) Asian
TOGARAM2	2p23.2	3.89	3.88	1.40	1.21	0.01	0.969	0.990	(A) Asian
RNF10	12q24.31	11.75	11.75	0.33	0.34	-0.00	0.969	0.990	(B) White
BMP5	6p12.1	2.05	2.04	1.85	1.81	0.01	0.969	0.990	(A) Asian
ZNF548	19q13.43	7.86	7.86	0.78	0.71	-0.00	0.970	0.990	(B) White
DUSP2	2q11.2	7.38	7.38	1.19	1.13	0.01	0.970	0.990	(A) Asian
TM2D3	15q26.3	9.49	9.48	0.44	0.42	0.00	0.970	0.990	(A) Asian
TAS2R10	12p13.2	0.52	0.53	0.68	0.73	-0.00	0.970	0.990	(B) White
SLC43A1	11q12.1	9.04	9.03	1.14	1.20	0.01	0.970	0.990	(A) Asian
ARHGEF7	13q34	10.37	10.37	0.54	0.44	-0.00	0.970	0.990	(B) White
BCL2L1	20q11.21	11.65	11.65	0.74	0.76	-0.00	0.970	0.990	(B) White
E4F1	16p13.3	8.64	8.64	0.39	0.41	-0.00	0.970	0.990	(B) White
KLHL41	2q31.1	3.80	3.80	1.35	1.43	0.01	0.970	0.990	(A) Asian
C1QTNF4	11p11.2	1.60	1.59	1.47	1.36	0.01	0.970	0.990	(A) Asian
ARMC12	6p21.31	1.33	1.33	1.04	0.97	-0.00	0.970	0.990	(B) White
EHBP1	2p15	10.00	10.00	0.65	0.59	-0.00	0.970	0.990	(B) White
KISS1R	19p13.3	1.18	1.19	1.57	1.66	-0.01	0.970	0.990	(B) White
DAZAP2	12q13.13	12.39	12.40	0.45	0.44	-0.00	0.971	0.990	(B) White
LIPI	21q11.2	0.42	0.43	0.77	0.66	-0.00	0.971	0.990	(B) White
SLC35F3	1q42.2	1.87	1.88	1.56	1.66	-0.01	0.971	0.990	(B) White
CCT2	12q15	11.83	11.83	0.60	0.69	-0.00	0.971	0.990	(B) White
TULP3	12p13.33	9.11	9.11	0.52	0.51	0.00	0.971	0.990	(A) Asian
TUBB	6p21.33	13.96	13.96	0.42	0.47	-0.00	0.971	0.990	(B) White
CGN	1q21.3	11.24	11.25	1.49	1.27	-0.01	0.971	0.990	(B) White
SLC16A8	22q13.1	2.31	2.31	1.15	1.19	-0.01	0.971	0.990	(B) White
ZNF594	17p13.2	6.53	6.53	0.98	1.04	0.00	0.971	0.990	(A) Asian
JKAMP	14q23.1	9.62	9.62	0.36	0.44	0.00	0.971	0.990	(A) Asian
NKX3-1	8p21.2	5.65	5.64	1.49	1.44	0.01	0.971	0.990	(A) Asian
ZNF205-AS1	16p13.3	2.91	2.91	0.86	0.75	0.00	0.971	0.991	(A) Asian
DNAJC18	5q31.2	6.52	6.52	1.02	0.94	0.00	0.972	0.991	(A) Asian
CMTM1	16q21	6.91	6.91	0.66	0.67	-0.00	0.972	0.991	(B) White
CSNK1A1P1	15q14	1.27	1.27	1.03	0.92	0.00	0.972	0.991	(A) Asian
ALG11	13q14.3	4.66	4.66	0.79	0.85	-0.00	0.972	0.991	(B) White
SLC17A7	19q13.33	3.08	3.07	1.79	1.61	0.01	0.972	0.991	(A) Asian
TMED9	5q35.3	11.71	11.71	0.54	0.55	-0.00	0.972	0.991	(B) White
NUP85	17q25.1	9.64	9.64	0.45	0.45	-0.00	0.972	0.991	(B) White
NR1I2	3q13.33	6.41	6.40	2.94	2.83	0.01	0.972	0.991	(A) Asian
NBN	8q21.3	10.75	10.75	0.54	0.52	0.00	0.972	0.991	(A) Asian
DEF6	6p21.31	8.64	8.65	0.94	0.88	-0.00	0.972	0.991	(B) White
UTP25	1q32.2	9.38	9.38	0.51	0.47	-0.00	0.972	0.991	(B) White
EHMT2	6p21.33	10.49	10.49	0.48	0.57	0.00	0.972	0.991	(A) Asian
NABP1	2q32.3	8.19	8.18	0.80	0.79	0.00	0.972	0.991	(A) Asian
AKR7A3	1p36.13	9.03	9.03	2.00	1.94	-0.01	0.972	0.991	(B) White
GXYLT1	12q12	8.83	8.83	0.58	0.59	-0.00	0.973	0.991	(B) White
KPNA6	1p35.2	10.95	10.95	0.38	0.35	0.00	0.973	0.991	(A) Asian
ATP2C2	16q24.1	8.08	8.07	1.96	2.30	0.01	0.973	0.991	(A) Asian
FBXO28	1q42.11	10.02	10.02	0.39	0.40	0.00	0.973	0.991	(A) Asian
CAPS	19p13.3	7.64	7.63	1.71	1.73	0.01	0.973	0.991	(A) Asian
CNOT9	2q35	7.98	7.99	0.57	0.54	-0.00	0.973	0.991	(B) White
TMSB15A	Xq22.1	2.98	2.98	1.33	1.23	0.01	0.973	0.991	(A) Asian
SLC25A29	14q32.2	8.81	8.81	0.83	0.67	0.00	0.973	0.991	(A) Asian
GAPDH	12p13.31	15.48	15.48	0.72	0.67	0.00	0.973	0.991	(A) Asian
JADE1	4q28.2	9.85	9.85	0.70	0.72	0.00	0.973	0.991	(A) Asian
CCDC68	18q21.2	8.54	8.54	1.29	1.21	-0.01	0.973	0.991	(B) White
LTK	15q15.1	5.40	5.41	2.35	2.23	-0.01	0.974	0.991	(B) White
PGM2	4p14	9.70	9.71	0.45	0.56	-0.00	0.974	0.991	(B) White
NMT2	10p13	8.29	8.29	0.75	0.58	0.00	0.974	0.991	(A) Asian
CISH	3p21.2	7.87	7.87	0.77	0.74	-0.00	0.974	0.991	(B) White
TRMT12	8q24.13	7.89	7.89	0.76	0.76	0.00	0.974	0.991	(A) Asian
CDHR1	10q23.1	3.20	3.21	2.98	2.11	-0.01	0.974	0.992	(B) White
ABCC13	21q11.2	1.56	1.55	1.78	1.68	0.01	0.974	0.992	(A) Asian
MED23	6q23.2	9.61	9.61	0.43	0.51	-0.00	0.974	0.992	(B) White
KAZN	1p36.21	7.69	7.68	0.92	0.98	0.00	0.975	0.992	(A) Asian
FGGY	1p32.1	6.39	6.39	0.73	0.85	-0.00	0.975	0.992	(B) White
DDA1	19p13.11	9.66	9.67	0.41	0.47	-0.00	0.975	0.992	(B) White
LOC441204	7p15.2	3.56	3.56	1.37	1.23	0.01	0.975	0.992	(A) Asian
OR52B2	11p15.4	0.35	0.36	0.76	0.63	-0.00	0.975	0.992	(B) White
BLMH	17q11.2	9.66	9.65	0.76	0.67	0.00	0.975	0.992	(A) Asian
FCRL3	1q23.1	4.54	4.53	2.28	2.18	0.01	0.975	0.992	(A) Asian
LOC145783	15q21.3	4.16	4.16	1.31	1.09	-0.00	0.975	0.992	(B) White
APOO	Xp22.11	8.05	8.05	0.89	0.71	-0.00	0.975	0.992	(B) White
CYP46A1	14q32.2	2.82	2.83	1.42	1.17	-0.01	0.975	0.992	(B) White
TMEM52B	12p13.2	3.82	3.83	1.35	1.29	-0.01	0.975	0.992	(B) White
CSNK2B	6p21.33	11.59	11.59	0.54	0.57	0.00	0.975	0.992	(A) Asian
SOCS7	17q12	6.10	6.10	0.80	0.89	-0.00	0.976	0.992	(B) White
CTPS1	1p34.2	9.70	9.70	0.56	0.60	0.00	0.976	0.992	(A) Asian
ABHD11	7q11.23	9.89	9.89	1.04	0.93	-0.00	0.976	0.992	(B) White
UCKL1	20q13.33	9.50	9.50	0.53	0.55	0.00	0.976	0.992	(A) Asian
TMEM178A	2p22.1	4.17	4.18	1.46	1.25	-0.01	0.977	0.992	(B) White
XPR1	1q25.3	9.99	9.98	0.68	0.54	0.00	0.977	0.992	(A) Asian
RHOT2	16p13.3	10.09	10.09	0.46	0.48	-0.00	0.977	0.992	(B) White
BHLHB9	Xq22.1	6.58	6.58	0.91	0.86	-0.00	0.977	0.992	(B) White
NEFM	8p21.2	3.08	3.09	1.82	1.76	-0.01	0.977	0.992	(B) White
HS3ST5	6q21-q22.1	2.64	2.63	1.92	2.03	0.01	0.977	0.992	(A) Asian
SURF1	9q34.2	9.49	9.50	0.53	0.52	-0.00	0.977	0.992	(B) White
GMFG	19q13.2	8.14	8.14	1.08	0.98	-0.00	0.977	0.992	(B) White
FOXN2	2p16.3	9.33	9.32	0.62	0.53	0.00	0.977	0.992	(A) Asian
TP53AIP1	11q24.3	1.80	1.81	1.08	1.34	-0.00	0.977	0.992	(B) White
CCDC13	3p22.1	3.40	3.40	0.91	0.94	-0.00	0.977	0.992	(B) White
ZNF773	19q13.43	6.09	6.09	1.20	1.12	-0.00	0.977	0.992	(B) White
CEP76	18p11.21	7.82	7.82	0.66	0.63	0.00	0.977	0.992	(A) Asian
ETHE1	19q13.31	10.19	10.19	0.95	0.94	-0.00	0.977	0.992	(B) White
MSX2P1	17q22	1.57	1.57	1.18	1.04	0.00	0.977	0.992	(A) Asian
SOCS3	17q25.3	10.71	10.72	1.07	0.99	-0.00	0.977	0.992	(B) White
LINC01600	6p25.2	0.46	0.46	0.64	0.70	0.00	0.977	0.992	(A) Asian
ZBTB22	6p21.32	8.34	8.34	0.52	0.50	0.00	0.977	0.992	(A) Asian
TRIM29	11q23.3	8.74	8.75	2.69	2.80	-0.01	0.978	0.992	(B) White
HLA-J	6p22.1	2.54	2.54	1.42	1.44	-0.01	0.978	0.992	(B) White
UMODL1	21q22.3	1.56	1.55	1.65	1.41	0.01	0.978	0.992	(A) Asian
PCDHGA4	5q31.3	3.41	3.41	1.57	1.55	-0.01	0.978	0.992	(B) White
NLRC3	16p13.3	7.05	7.05	1.32	1.21	0.00	0.978	0.992	(A) Asian
NICN1	3p21.31	7.78	7.78	0.65	0.61	0.00	0.978	0.992	(A) Asian
KCTD4	13q14.12-q14.13	0.71	0.71	0.92	0.95	0.00	0.978	0.992	(A) Asian
ARHGAP33	19q13.12	6.89	6.89	0.96	0.93	-0.00	0.978	0.992	(B) White
TP53I13	17q11.2	8.66	8.66	0.79	0.73	-0.00	0.978	0.992	(B) White
UBB	17p11.2	14.19	14.19	0.46	0.53	0.00	0.978	0.992	(A) Asian
ITFG2	12p13.33	8.47	8.47	0.65	0.58	-0.00	0.978	0.992	(B) White
HSD17B1	17q21.2	5.92	5.91	1.22	1.26	0.00	0.978	0.992	(A) Asian
SMOC1	14q24.2	5.75	5.76	2.82	2.78	-0.01	0.978	0.992	(B) White
RIC3	11p15.4	4.06	4.07	2.25	2.01	-0.01	0.978	0.992	(B) White
SCRT1	8q24.3	0.90	0.89	1.08	1.35	0.00	0.978	0.992	(A) Asian
AATBC	21q22.3	3.38	3.38	1.21	1.17	0.00	0.978	0.992	(A) Asian
SLC7A9	19q13.11	4.48	4.47	2.96	2.81	0.01	0.978	0.992	(A) Asian
SLC52A2	8q24.3	10.42	10.43	0.72	0.76	-0.00	0.978	0.992	(B) White
MESP2	15q26.1	2.69	2.69	1.59	1.71	0.01	0.979	0.993	(A) Asian
IHH	2q35	7.82	7.81	2.49	2.37	0.01	0.979	0.993	(A) Asian
APOBEC3F	22q13.1	7.45	7.45	1.13	0.95	-0.00	0.979	0.993	(B) White
FAM76A	1p35.3	7.83	7.83	0.48	0.48	-0.00	0.979	0.993	(B) White
C17ORF100	17p13.1	5.43	5.42	0.74	0.84	0.00	0.979	0.993	(A) Asian
TLR3	4q35.1	7.41	7.41	1.31	1.33	-0.00	0.979	0.993	(B) White
COLQ	3p25.1	4.75	4.75	1.24	1.06	-0.00	0.979	0.993	(B) White
NDUFB10	16p13.3	10.38	10.38	0.59	0.58	-0.00	0.979	0.993	(B) White
PRDM11	11p11.2	4.31	4.31	1.12	1.00	-0.00	0.979	0.993	(B) White
GLOD5	Xp11.23	3.59	3.59	1.55	1.52	-0.01	0.979	0.993	(B) White
RAB43	3q21.3	8.09	8.09	0.66	0.73	-0.00	0.979	0.993	(B) White
OTUD5	Xp11.23	10.31	10.31	0.42	0.38	-0.00	0.979	0.993	(B) White
G3BP1	5q33.1	11.33	11.33	0.48	0.43	-0.00	0.980	0.993	(B) White
MAP3K11	11q13.1	10.64	10.64	0.39	0.55	-0.00	0.980	0.993	(B) White
PDZD7	10q24.31	3.05	3.05	1.63	1.49	0.01	0.980	0.993	(A) Asian
LDLRAD2	1p36.12	7.20	7.19	0.96	0.90	0.00	0.980	0.993	(A) Asian
CCDC88A	2p16.1	9.46	9.46	1.23	0.92	-0.00	0.980	0.993	(B) White
ZNF347	19q13.42	6.20	6.20	1.59	1.38	0.00	0.980	0.993	(A) Asian
CLPP	19p13.3	9.58	9.57	0.53	0.51	0.00	0.980	0.993	(A) Asian
FAM20B	1q25.2	10.50	10.51	0.47	0.52	-0.00	0.980	0.993	(B) White
DHX40	17q23.1	10.08	10.09	0.47	0.54	-0.00	0.980	0.993	(B) White
RP1L1	8p23.1	3.36	3.36	1.51	1.39	0.00	0.981	0.993	(A) Asian
RUSC1	1q22	10.02	10.02	0.53	0.43	0.00	0.981	0.993	(A) Asian
ZNF229	19q13.31	4.71	4.70	1.92	1.64	0.01	0.981	0.993	(A) Asian
FILIP1	6q14.1	7.03	7.03	1.69	1.61	0.00	0.981	0.994	(A) Asian
LGR5	12q21.1	7.63	7.64	2.53	2.63	-0.01	0.981	0.994	(B) White
PERM1	1p36.33	4.62	4.62	1.12	1.36	0.00	0.981	0.994	(A) Asian
ACER2	9p22.1	7.05	7.06	1.56	1.53	-0.00	0.981	0.994	(B) White
AGRN	1p36.33	12.34	12.35	0.86	0.88	-0.00	0.981	0.994	(B) White
MED22	9q34.2	9.43	9.43	0.53	0.51	0.00	0.982	0.994	(A) Asian
PPP1R2	3q29	10.48	10.48	0.44	0.49	-0.00	0.982	0.994	(B) White
RASAL3	19p13.12	7.36	7.37	1.36	1.22	-0.00	0.982	0.994	(B) White
GCNT3	15q22.2	10.25	10.25	2.22	2.36	-0.01	0.982	0.994	(B) White
PAQR4	16p13.3	9.47	9.46	0.87	0.96	0.00	0.982	0.994	(A) Asian
DCP1B	12p13.33	8.13	8.13	0.68	0.66	0.00	0.982	0.994	(A) Asian
XIRP2	2q24.3	0.74	0.74	0.99	1.19	0.00	0.982	0.994	(A) Asian
ABCD2	12q12	4.71	4.72	1.62	1.64	-0.00	0.982	0.994	(B) White
CYB561D1	1p13.3	8.17	8.17	0.71	0.71	-0.00	0.983	0.994	(B) White
DHX9	1q25.3	12.10	12.10	0.41	0.38	0.00	0.983	0.994	(A) Asian
NRG4	15q24.2	2.35	2.36	1.76	1.87	-0.00	0.983	0.994	(B) White
CLDN7	17p13.1	11.73	11.74	1.40	1.03	-0.00	0.983	0.994	(B) White
TPI1	12p13.31	13.09	13.10	0.69	0.65	-0.00	0.983	0.994	(B) White
ZNF470	19q13.43	5.98	5.97	1.64	1.50	0.00	0.983	0.994	(A) Asian
PGBD2	1q44	7.26	7.26	0.44	0.53	-0.00	0.983	0.994	(B) White
RNPEP	1q32.1	11.09	11.09	0.60	0.56	-0.00	0.983	0.995	(B) White
PPP4C	16p11.2	10.75	10.75	0.55	0.56	0.00	0.983	0.995	(A) Asian
SORL1	11q24.1	10.50	10.51	1.02	1.18	-0.00	0.983	0.995	(B) White
REXO5	16p12.3	6.56	6.56	0.90	0.90	0.00	0.983	0.995	(A) Asian
DNPEP	2q35	10.61	10.60	0.44	0.41	0.00	0.983	0.995	(A) Asian
KEL	7q34	2.15	2.15	1.97	1.73	0.00	0.983	0.995	(A) Asian
KMT2D	12q13.12	11.01	11.01	0.62	0.67	0.00	0.983	0.995	(A) Asian
MRPL37	1p32.3	10.62	10.62	0.52	0.50	0.00	0.984	0.995	(A) Asian
GPR83	11q21	2.94	2.93	1.69	1.39	0.00	0.984	0.995	(A) Asian
ECI1	16p13.3	9.68	9.68	0.61	0.63	0.00	0.984	0.995	(A) Asian
MYPOP	19q13.32	7.12	7.12	0.51	0.58	-0.00	0.984	0.995	(B) White
LOC344967	4p14	2.21	2.21	1.00	0.90	0.00	0.984	0.995	(A) Asian
LANCL1	2q34	10.40	10.40	0.90	0.72	0.00	0.984	0.995	(A) Asian
CTNNAL1	9q31.3	9.49	9.49	0.66	0.73	0.00	0.984	0.995	(A) Asian
LXN	3q25.32	8.21	8.21	1.16	1.06	0.00	0.984	0.995	(A) Asian
HSPA12B	20p13	6.68	6.68	1.07	1.07	-0.00	0.984	0.995	(B) White
CLDN9	16p13.3	3.74	3.74	2.17	2.10	-0.01	0.984	0.995	(B) White
BRAP	12q24.12	9.22	9.22	0.36	0.35	0.00	0.985	0.995	(A) Asian
PDIA6	2p25.1	12.86	12.86	0.45	0.51	-0.00	0.985	0.995	(B) White
MARS2	2q33.1	8.09	8.09	0.67	0.65	-0.00	0.985	0.995	(B) White
PCDH12	5q31.3	7.89	7.89	0.96	0.91	0.00	0.985	0.995	(A) Asian
ARNTL	11p15.3	7.54	7.53	0.62	0.65	0.00	0.985	0.995	(A) Asian
ARAP3	5q31.3	8.64	8.64	0.92	0.95	0.00	0.985	0.995	(A) Asian
