Gene	Cytoband	(A) Asian	(B) White	(A) Asian	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
RAB33B	4q31.1	8.03	8.04	0.34	0.39	-0.00	0.954	0.993	(B) White
UQCC2	6p21.31	10.35	10.36	0.72	0.71	-0.01	0.954	0.993	(B) White
PCYOX1	2p13.3	11.94	11.94	0.43	0.46	-0.00	0.954	0.993	(B) White
MEX3B	15q25.2	5.03	5.02	0.94	0.81	0.01	0.954	0.993	(A) Asian
MED20	6p21.1	8.52	8.52	0.29	0.36	0.00	0.954	0.993	(A) Asian
SERPINF1	17p13.3	9.05	9.07	1.62	1.52	-0.01	0.954	0.993	(B) White
SEPTIN10	2q13	10.19	10.19	0.51	0.48	-0.00	0.954	0.993	(B) White
GRID2IP	7p22.1	4.35	4.35	0.59	0.78	0.01	0.954	0.993	(A) Asian
C1ORF198	1q42.2	10.44	10.44	0.49	0.50	0.00	0.954	0.993	(A) Asian
FAM229B	6q21	8.29	8.29	0.43	0.50	-0.00	0.954	0.993	(B) White
PPIAL4D	1q21.1	0.97	0.97	0.64	0.62	-0.01	0.954	0.993	(B) White
XPOT	12q14.2	10.37	10.37	0.80	0.69	-0.01	0.954	0.993	(B) White
RAD51B	14q24.1	6.16	6.17	0.37	0.41	-0.00	0.954	0.993	(B) White
MRS2P2	12q21.1	1.25	1.25	0.66	0.85	0.01	0.954	0.993	(A) Asian
ANKFY1	17p13.2	11.05	11.06	0.40	0.41	-0.00	0.954	0.993	(B) White
ACAD9	3q21.3	9.91	9.91	0.17	0.23	-0.00	0.954	0.993	(B) White
FAM183BP	7p14.1	0.27	0.28	0.45	0.44	-0.00	0.954	0.993	(B) White
CHGA	14q32.12	0.46	0.47	0.85	1.26	-0.01	0.955	0.993	(B) White
SMAD5	5q31.1	10.02	10.02	0.35	0.40	0.00	0.955	0.993	(A) Asian
ZNF445	3p21.31	8.67	8.67	0.33	0.38	0.00	0.955	0.993	(A) Asian
EPHB6	7q34	9.91	9.91	0.87	1.20	0.01	0.955	0.993	(A) Asian
COPS4	4q21.22	9.76	9.76	0.31	0.35	-0.00	0.955	0.993	(B) White
LINC00442	13q12.11	0.02	0.02	0.12	0.18	-0.00	0.955	0.993	(B) White
AKR1C8P	10p15.1	0.02	0.02	0.09	0.09	-0.00	0.955	0.993	(B) White
DDX47	12p13.1	10.38	10.38	0.20	0.22	0.00	0.955	0.993	(A) Asian
ARL4A	7p21.3	7.78	7.78	0.59	0.58	0.01	0.955	0.993	(A) Asian
SEC14L2	22q12.2	9.46	9.47	0.87	0.85	-0.01	0.955	0.993	(B) White
PSMA8	18q11.2	0.53	0.54	0.61	0.71	-0.01	0.955	0.993	(B) White
KIF18A	11p14.1	6.24	6.23	0.76	0.69	0.01	0.955	0.993	(A) Asian
STON1	2p16.3	7.20	7.21	1.03	0.97	-0.01	0.955	0.993	(B) White
RPL35A	3q29	13.16	13.15	0.47	0.46	0.00	0.956	0.993	(A) Asian
VASH2	1q32.3	3.97	3.98	0.94	1.14	-0.01	0.956	0.993	(B) White
COLGALT1	19p13.11	9.74	9.74	0.38	0.48	0.00	0.956	0.993	(A) Asian
CYP4V2	4q35.1-q35.2	9.96	9.96	0.49	0.47	-0.00	0.956	0.993	(B) White
CYP3A4	7q22.1	0.29	0.29	0.61	0.47	-0.01	0.956	0.993	(B) White
TRIM69	15q21.1	3.31	3.32	0.79	0.94	-0.01	0.956	0.993	(B) White
MICU3	8p22	7.33	7.34	0.71	0.74	-0.01	0.956	0.993	(B) White
MAPK12	22q13.33	6.31	6.30	0.73	0.83	0.01	0.956	0.993	(A) Asian
C19ORF24	19p13.3	9.58	9.57	0.61	0.64	0.01	0.956	0.993	(A) Asian
GLTPD2	17p13.2	0.15	0.14	0.35	0.35	0.00	0.956	0.993	(A) Asian
CD226	18q22.2	3.31	3.29	1.22	1.31	0.01	0.956	0.993	(A) Asian
MEGF11	15q22.31	2.09	2.08	1.56	1.73	0.01	0.956	0.993	(A) Asian
CDADC1	13q14.2	7.61	7.61	0.49	0.54	-0.00	0.956	0.993	(B) White
TSPEAR	21q22.3	4.16	4.14	1.88	1.91	0.02	0.956	0.993	(A) Asian
UFC1	1q23.3	11.08	11.08	0.29	0.30	-0.00	0.956	0.993	(B) White
ATG5	6q21	9.70	9.70	0.16	0.22	0.00	0.956	0.993	(A) Asian
CCR3	3p21.31	2.88	2.87	1.37	1.37	0.01	0.956	0.993	(A) Asian
FAM222A	12q24.11	5.42	5.42	0.70	0.73	-0.01	0.956	0.993	(B) White
MZT1	13q21.33	8.41	8.41	0.38	0.41	-0.00	0.956	0.993	(B) White
HLA-DMA	6p21.32	10.39	10.40	1.10	1.16	-0.01	0.957	0.993	(B) White
PHF3	6q12	11.07	11.07	0.40	0.47	0.00	0.957	0.993	(A) Asian
ULBP1	6q25.1	5.16	5.14	1.76	1.72	0.01	0.957	0.993	(A) Asian
IARS	9q22.31	10.96	10.95	0.64	0.56	0.01	0.957	0.993	(A) Asian
FKBP9	7p14.3	11.12	11.12	0.38	0.34	-0.00	0.957	0.993	(B) White
YWHAB	20q13.12	12.70	12.70	0.28	0.26	-0.00	0.957	0.993	(B) White
LINC00602	6q27	0.73	0.72	0.94	1.00	0.01	0.957	0.993	(A) Asian
UTP14A	Xq26.1	8.80	8.80	0.20	0.23	-0.00	0.957	0.993	(B) White
RWDD4	4q35.1	9.00	9.00	0.30	0.33	-0.00	0.957	0.993	(B) White
ARL17B	17q21.31	1.68	1.67	0.70	0.76	0.01	0.957	0.993	(A) Asian
RAD23B	9q31.2	12.50	12.51	0.50	0.60	-0.00	0.957	0.993	(B) White
MOS	8q12.1	0.02	0.02	0.08	0.09	0.00	0.957	0.993	(A) Asian
RPS14	5q33.1	13.91	13.91	0.51	0.49	-0.00	0.957	0.993	(B) White
CEP55	10q23.33	5.25	5.24	0.79	1.06	0.01	0.957	0.993	(A) Asian
EPC1	10p11.22	8.65	8.65	0.90	0.89	-0.01	0.957	0.993	(B) White
PHKG1	7p11.2	2.19	2.18	1.02	0.84	0.01	0.957	0.993	(A) Asian
MAP4K5	14q22.1	9.60	9.59	0.39	0.38	0.00	0.957	0.993	(A) Asian
TOR4A	9q34.3	9.26	9.26	0.68	0.58	-0.01	0.957	0.993	(B) White
TTC9	14q24.2	9.47	9.46	0.50	0.49	0.00	0.957	0.993	(A) Asian
RNF32	7q36.3	4.86	4.87	0.52	0.60	-0.00	0.957	0.993	(B) White
CYFIP1	15q11.2	11.32	11.32	0.34	0.31	0.00	0.957	0.993	(A) Asian
ZNF550	19q13.43	7.55	7.55	0.65	0.54	-0.01	0.957	0.993	(B) White
JUP	17q21.2	13.02	13.01	0.40	0.40	0.00	0.957	0.993	(A) Asian
BSCL2	11q12.3	11.19	11.18	0.38	0.42	0.00	0.957	0.993	(A) Asian
C12ORF57	12p13.31	10.63	10.64	0.51	0.54	-0.00	0.957	0.993	(B) White
MMP23A	1p36.33	0.35	0.36	1.16	1.09	-0.01	0.958	0.993	(B) White
C3ORF14	3p14.2	6.47	6.47	0.51	0.55	0.00	0.958	0.993	(A) Asian
SLC7A6	16q22.1	9.34	9.34	0.38	0.53	0.00	0.958	0.993	(A) Asian
F13B	1q31.3	0.03	0.03	0.10	0.22	-0.00	0.958	0.993	(B) White
SPANXB1	Xq27.1	0.04	0.04	0.17	0.26	-0.00	0.958	0.993	(B) White
IRF4	6p25.3	6.09	6.08	1.80	2.22	0.02	0.958	0.993	(A) Asian
GANAB	11q12.3	13.15	13.15	0.21	0.28	0.00	0.958	0.993	(A) Asian
MORN3	12q24.31	3.85	3.86	0.88	0.83	-0.01	0.958	0.993	(B) White
UBE2E1	3p24.2	10.29	10.29	0.18	0.24	0.00	0.958	0.993	(A) Asian
RDH13	19q13.42	7.50	7.50	0.45	0.47	-0.00	0.958	0.993	(B) White
SEC24C	10q22.2	11.51	11.52	0.17	0.18	-0.00	0.958	0.993	(B) White
IDH3A	15q25.1	9.59	9.59	0.39	0.32	-0.00	0.958	0.993	(B) White
ANKRD1	10q23.31	1.32	1.32	0.84	1.21	-0.01	0.958	0.993	(B) White
PATL1	11q12.1	9.77	9.76	0.47	0.47	0.00	0.958	0.993	(A) Asian
DYDC2	10q23.1	1.43	1.42	0.94	0.86	0.01	0.958	0.993	(A) Asian
PWWP2A	5q33.3	8.44	8.44	0.35	0.30	-0.00	0.958	0.993	(B) White
GOLGA6B	15q24.1	0.62	0.62	0.62	0.60	0.00	0.958	0.993	(A) Asian
TFAP2D	6p12.3	0.02	0.02	0.09	0.10	0.00	0.958	0.993	(A) Asian
AP2A2	11p15.5	10.20	10.20	0.17	0.23	0.00	0.958	0.993	(A) Asian
GATAD2B	1q21.3	9.93	9.93	0.28	0.35	0.00	0.958	0.993	(A) Asian
LAS1L	Xq12	9.81	9.81	0.19	0.24	0.00	0.959	0.993	(A) Asian
SEC61B	9q22.33	10.52	10.52	0.45	0.48	-0.00	0.959	0.993	(B) White
TMEM186	16p13.2	7.80	7.80	0.32	0.36	0.00	0.959	0.993	(A) Asian
MRPL4	19p13.2	9.87	9.87	0.36	0.41	0.00	0.959	0.993	(A) Asian
PTPRB	12q15	9.93	9.93	0.75	0.82	-0.01	0.959	0.993	(B) White
SATL1	Xq21.1	4.62	4.62	0.50	0.64	0.00	0.959	0.993	(A) Asian
RASGEF1B	4q21.21	7.49	7.50	0.93	1.23	-0.01	0.959	0.993	(B) White
HIST2H2BE	1q21.2	9.02	9.02	0.67	0.86	0.01	0.959	0.993	(A) Asian
ZNF579	19q13.42	8.34	8.34	0.77	0.71	0.01	0.959	0.993	(A) Asian
FMR1	Xq27.3	10.83	10.83	0.34	0.39	0.00	0.959	0.993	(A) Asian
UGT2B10	4q13.2	0.07	0.07	0.35	0.28	-0.00	0.959	0.993	(B) White
DNMT3A	2p23.3	8.46	8.46	0.25	0.34	-0.00	0.959	0.993	(B) White
CSK	15q24.1	10.16	10.15	0.40	0.43	0.00	0.959	0.993	(A) Asian
CHMP2A	19q13.43	11.66	11.66	0.49	0.52	-0.00	0.959	0.993	(B) White
MAN1A1	6q22.31	8.32	8.33	1.32	1.18	-0.01	0.959	0.993	(B) White
TRIM34	11p15.4	7.33	7.33	0.41	0.41	0.00	0.959	0.993	(A) Asian
HBA2	16p13.3	8.74	8.72	1.53	1.50	0.01	0.959	0.993	(A) Asian
ZBTB8B	1p35.1	2.31	2.31	0.82	1.08	0.01	0.959	0.993	(A) Asian
GNPDA1	5q31.3	10.57	10.57	0.39	0.42	-0.00	0.959	0.993	(B) White
USP1	1p31.3	9.62	9.62	0.40	0.42	-0.00	0.959	0.993	(B) White
MC1R	16q24.3	7.51	7.50	0.85	0.92	0.01	0.959	0.993	(A) Asian
LMNTD1	12p12.1	0.52	0.51	0.76	0.93	0.01	0.959	0.993	(A) Asian
MUC5B	11p15.5	1.43	1.44	0.83	1.32	-0.01	0.959	0.993	(B) White
FARSB	2q36.1	9.38	9.38	0.24	0.24	0.00	0.959	0.993	(A) Asian
PRRX2	9q34.11	5.27	5.26	1.56	1.36	0.01	0.959	0.993	(A) Asian
OTUB2	14q32.12	4.68	4.69	0.50	0.66	-0.00	0.959	0.993	(B) White
IER3IP1	18q21.1	10.15	10.15	0.28	0.30	0.00	0.960	0.993	(A) Asian
PAK1	11q13.5-q14.1	10.92	10.93	0.47	0.47	-0.00	0.960	0.993	(B) White
TMEM95	17p13.1	0.03	0.03	0.10	0.12	-0.00	0.960	0.993	(B) White
ATP6V1B1	2p13.3	1.59	1.58	0.86	0.96	0.01	0.960	0.993	(A) Asian
HNRNPF	10q11.21	11.74	11.74	0.25	0.32	-0.00	0.960	0.993	(B) White
PTPRQ	12q21.31	2.81	2.82	2.03	2.00	-0.02	0.960	0.993	(B) White
RPS25	11q23.3	13.17	13.16	0.46	0.42	0.00	0.960	0.993	(A) Asian
KRTAP10-5	21q22.3	0.01	0.01	0.06	0.08	-0.00	0.960	0.993	(B) White
MEFV	16p13.3	2.40	2.41	0.91	0.95	-0.01	0.960	0.993	(B) White
LNX1	4q12	9.36	9.35	0.36	0.51	0.00	0.960	0.993	(A) Asian
PFN1P2	1p11.2	3.76	3.75	0.83	0.83	0.01	0.960	0.993	(A) Asian
MROH2B	5p13.1	0.04	0.04	0.15	0.16	0.00	0.960	0.993	(A) Asian
ANAPC5	12q24.31	11.05	11.05	0.13	0.19	0.00	0.960	0.993	(A) Asian
ZNF3	7q22.1	9.29	9.29	0.23	0.26	-0.00	0.960	0.993	(B) White
KRT75	12q13.13	0.45	0.45	0.84	1.08	0.01	0.960	0.993	(A) Asian
WTIP	19q13.11	9.08	9.08	0.84	0.95	-0.01	0.960	0.993	(B) White
CBLN4	20q13.2	4.91	4.93	1.90	1.94	-0.01	0.961	0.993	(B) White
ADAT2	6q24.2	6.49	6.49	0.77	0.73	-0.01	0.961	0.993	(B) White
ODAPH	4q21.1	0.47	0.48	0.55	0.60	-0.00	0.961	0.993	(B) White
ZNF765	19q13.42	7.02	7.01	0.46	0.45	0.00	0.961	0.993	(A) Asian
ASB12	Xq11.2	2.27	2.28	0.82	0.72	-0.01	0.961	0.993	(B) White
CALML6	1p36.33	0.62	0.63	0.60	0.64	-0.00	0.961	0.993	(B) White
CKAP2L	2q14.1	3.52	3.52	1.06	1.17	-0.01	0.961	0.993	(B) White
TRIM72	16p11.2	0.28	0.28	0.34	0.56	0.00	0.961	0.993	(A) Asian
SRPRB	3q22.1	9.71	9.71	0.37	0.45	-0.00	0.961	0.993	(B) White
EVC	4p16.2	9.40	9.40	0.57	0.59	0.00	0.961	0.993	(A) Asian
AFTPH	2p14	10.29	10.29	0.28	0.27	0.00	0.961	0.993	(A) Asian
TMEM45A	3q12.2	6.27	6.28	1.33	1.17	-0.01	0.961	0.993	(B) White
METTL23	17q25.1	8.98	8.98	0.34	0.41	-0.00	0.961	0.993	(B) White
APBA2	15q13.1	6.11	6.10	1.24	1.45	0.01	0.961	0.993	(A) Asian
EML5	14q31.3	6.29	6.30	0.52	0.62	-0.00	0.961	0.994	(B) White
MMADHC	2q23.2	10.22	10.22	0.27	0.30	0.00	0.961	0.994	(A) Asian
LMTK3	19q13.33	8.01	8.01	0.73	0.80	0.01	0.961	0.994	(A) Asian
SNAI2	8q11.21	6.57	6.56	1.08	1.11	0.01	0.961	0.994	(A) Asian
ZNF267	16p11.2	8.14	8.14	0.61	0.52	-0.00	0.962	0.994	(B) White
OR1M1	19p13.2	0.01	0.01	0.07	0.10	0.00	0.962	0.994	(A) Asian
SLC52A1	17p13.2	4.19	4.18	1.45	1.51	0.01	0.962	0.994	(A) Asian
CCS	11q13.2	9.41	9.40	0.56	0.56	0.00	0.962	0.994	(A) Asian
R3HDM1	2q21.3	8.81	8.81	0.33	0.31	0.00	0.962	0.994	(A) Asian
SLC35F3	1q42.2	5.53	5.55	1.54	1.64	-0.01	0.962	0.994	(B) White
PPP1R16B	20q11.23	7.47	7.46	0.99	1.06	0.01	0.962	0.994	(A) Asian
FBXO10	9p13.2	8.24	8.23	0.77	0.75	0.01	0.962	0.994	(A) Asian
RABEPK	9q33.3	8.21	8.21	0.31	0.31	0.00	0.962	0.994	(A) Asian
POU2F2	19q13.2	5.22	5.23	1.34	1.43	-0.01	0.962	0.994	(B) White
SNORA12	10q24.31	0.11	0.11	0.31	0.33	-0.00	0.962	0.994	(B) White
CRP	1q23.2	0.39	0.38	0.52	0.56	0.00	0.963	0.994	(A) Asian
IRAK2	3p25.3	8.10	8.11	0.72	0.86	-0.01	0.963	0.994	(B) White
RNF19A	8q22.2	9.66	9.67	0.47	0.46	-0.00	0.963	0.994	(B) White
ZMYM6	1p34.3	8.80	8.80	0.31	0.28	-0.00	0.963	0.994	(B) White
SP1	12q13.13	11.00	11.00	0.27	0.33	-0.00	0.963	0.994	(B) White
NOX5	15q23	3.75	3.76	2.30	2.34	-0.02	0.963	0.994	(B) White
RELB	19q13.32	8.66	8.66	0.57	0.69	-0.00	0.963	0.994	(B) White
SKIV2L	6p21.33	10.11	10.11	0.24	0.24	0.00	0.963	0.994	(A) Asian
SMURF1	7q22.1	9.03	9.03	0.32	0.40	0.00	0.963	0.994	(A) Asian
TCN2	22q12.2	10.62	10.62	0.53	0.69	-0.00	0.963	0.994	(B) White
TTC9C	11q12.3	8.13	8.13	0.23	0.28	0.00	0.963	0.994	(A) Asian
KSR2	12q24.22-q24.23	7.54	7.55	0.64	0.69	-0.00	0.963	0.994	(B) White
SNX6	14q13.1	10.10	10.10	0.30	0.32	-0.00	0.963	0.994	(B) White
SPP1	4q22.1	9.27	9.26	1.43	1.97	0.01	0.963	0.994	(A) Asian
GRB10	7p12.1	10.13	10.12	0.77	0.69	0.01	0.963	0.994	(A) Asian
LDHAL6A	11p15.1	0.84	0.84	0.66	0.87	-0.00	0.963	0.994	(B) White
ARFGEF1	8q13.2	10.89	10.88	0.44	0.48	0.00	0.963	0.994	(A) Asian
KRT14	17q21.2	3.75	3.73	2.54	2.35	0.02	0.964	0.994	(A) Asian
CEP192	18p11.21	9.03	9.02	0.52	0.53	0.00	0.964	0.994	(A) Asian
DOC2B	17p13.3	2.31	2.31	1.04	1.12	0.01	0.964	0.994	(A) Asian
PDCL2	4q12	0.74	0.75	0.80	0.93	-0.01	0.964	0.994	(B) White
RAB11FIP3	16p13.3	10.22	10.22	0.33	0.26	-0.00	0.964	0.994	(B) White
KLHL36	16q24.1	8.56	8.56	0.28	0.41	-0.00	0.964	0.994	(B) White
BMPR1B	4q22.3	2.14	2.14	1.30	1.45	-0.01	0.964	0.994	(B) White
HAUS1	18q21.1	8.04	8.04	0.28	0.33	0.00	0.964	0.994	(A) Asian
PPP1R2C	Xp11.3	0.14	0.14	0.31	0.36	-0.00	0.964	0.994	(B) White
TAF10	11p15.4	10.17	10.17	0.56	0.55	-0.00	0.964	0.994	(B) White
PPFIA1	11q13.3	10.34	10.34	0.38	0.38	-0.00	0.964	0.994	(B) White
TRIML2	4q35.2	0.09	0.09	0.27	0.29	-0.00	0.964	0.994	(B) White
SLC38A10	17q25.3	12.22	12.22	0.35	0.34	0.00	0.964	0.994	(A) Asian
HNF1A-AS1	12q24.31	0.09	0.09	0.35	0.26	0.00	0.964	0.994	(A) Asian
POLD2	7p13	10.14	10.15	0.38	0.44	-0.00	0.965	0.994	(B) White
E2F1	20q11.22	7.47	7.46	0.79	0.95	0.01	0.965	0.994	(A) Asian
KRTAP10-10	21q22.3	0.04	0.04	0.13	0.18	0.00	0.965	0.994	(A) Asian
ASB14	3p14.3	2.52	2.52	0.61	0.59	-0.00	0.965	0.994	(B) White
UQCRB	8q22.1	11.85	11.85	0.51	0.49	0.00	0.965	0.994	(A) Asian
KCNQ3	8q24.22	6.16	6.17	1.43	1.82	-0.01	0.965	0.994	(B) White
PRR35	16p13.3	0.24	0.24	0.38	0.51	-0.00	0.965	0.994	(B) White
TMSB4Y	Yq11.221	1.55	1.54	2.62	2.61	0.02	0.965	0.994	(A) Asian
CD69	12p13.31	6.07	6.08	1.35	1.77	-0.01	0.965	0.994	(B) White
MAGED4	Xp11.22	5.77	5.75	1.75	1.58	0.01	0.965	0.994	(A) Asian
ATP6V0E2-AS1	7q36.1	5.41	5.41	0.78	1.03	-0.01	0.965	0.994	(B) White
RNU4ATAC	2q14.2	0.01	0.01	0.10	0.09	-0.00	0.965	0.994	(B) White
WASHC5	8q24.13	9.89	9.89	0.50	0.47	-0.00	0.965	0.994	(B) White
PRAM1	19p13.2	5.38	5.38	0.88	1.02	-0.01	0.965	0.994	(B) White
BAG6	6p21.33	12.43	12.43	0.21	0.20	-0.00	0.965	0.994	(B) White
CHAC1	15q15.1	4.60	4.59	1.39	1.14	0.01	0.965	0.995	(A) Asian
SMIM4	3p21.1	8.59	8.59	0.60	0.73	0.00	0.965	0.995	(A) Asian
NSRP1	17q11.2	9.64	9.64	0.30	0.31	0.00	0.965	0.995	(A) Asian
RAB37	17q25.1	4.88	4.87	1.06	1.12	0.01	0.965	0.995	(A) Asian
PARD6G	18q23	8.76	8.76	0.50	0.45	-0.00	0.965	0.995	(B) White
EIF3G	19p13.2	11.63	11.63	0.42	0.45	0.00	0.966	0.995	(A) Asian
REEP4	8p21.3	8.68	8.68	0.39	0.40	0.00	0.966	0.995	(A) Asian
HEMK1	3p21.31	9.08	9.09	0.35	0.41	-0.00	0.966	0.995	(B) White
NAPA	19q13.32-q13.33	11.49	11.49	0.34	0.43	-0.00	0.966	0.995	(B) White
WRN	8p12	7.56	7.56	0.53	0.61	0.00	0.966	0.995	(A) Asian
TOP2B	3p24.2	11.97	11.97	0.32	0.37	-0.00	0.966	0.995	(B) White
RPL28	19q13.42	13.88	13.88	0.62	0.63	-0.00	0.966	0.995	(B) White
TP53BP1	15q15.3	10.39	10.38	0.41	0.44	0.00	0.966	0.995	(A) Asian
DMRTB1	1p32.3	1.06	1.05	1.29	1.65	0.01	0.966	0.995	(A) Asian
PCDHB18P	5q31.3	2.63	2.63	0.90	0.82	0.01	0.966	0.995	(A) Asian
RRAD	16q22.1	7.40	7.41	1.92	1.92	-0.01	0.966	0.995	(B) White
STBD1	4q21.1	8.45	8.45	0.62	0.72	0.00	0.966	0.995	(A) Asian
TTTY15	Yq11.221	1.79	1.81	3.00	3.03	-0.02	0.966	0.995	(B) White
RAC1	7p22.1	12.35	12.35	0.23	0.25	-0.00	0.966	0.995	(B) White
CYBC1	17q25.3	10.36	10.37	0.37	0.40	-0.00	0.966	0.995	(B) White
MRPS12	19q13.2	8.59	8.59	0.42	0.48	-0.00	0.966	0.995	(B) White
CWH43	4p11	4.77	4.75	2.51	2.53	0.02	0.967	0.995	(A) Asian
C11ORF71	11q23.2	8.59	8.59	0.29	0.43	0.00	0.967	0.995	(A) Asian
TMCO4	1p36.13	9.77	9.77	0.33	0.38	-0.00	0.967	0.995	(B) White
SLCO4C1	5q21.1	6.22	6.24	2.02	1.90	-0.01	0.967	0.995	(B) White
GALNT2	1q42.13	11.10	11.10	0.34	0.35	0.00	0.967	0.995	(A) Asian
CD52	1p36.11	8.12	8.11	1.12	1.59	0.01	0.967	0.995	(A) Asian
ARHGAP31	3q13.32-q13.33	10.25	10.25	0.59	0.68	-0.00	0.967	0.995	(B) White
FOXD4L1	2q14.1	2.07	2.07	0.83	0.92	0.01	0.967	0.995	(A) Asian
TRAIP	3p21.31	5.63	5.63	0.50	0.58	-0.00	0.967	0.995	(B) White
UGT1A8	2q37.1	0.06	0.06	0.30	0.29	-0.00	0.967	0.995	(B) White
NACA4P	8q22.3	7.42	7.42	0.47	0.44	0.00	0.967	0.995	(A) Asian
HRCT1	9p13.3	5.05	5.04	0.92	1.11	0.01	0.967	0.995	(A) Asian
TLNRD1	15q25.1	8.51	8.51	0.49	0.51	-0.00	0.967	0.995	(B) White
C2ORF48	2p25.1	0.62	0.62	0.58	0.55	0.00	0.967	0.995	(A) Asian
LINC01128	1p36.33	7.25	7.26	0.43	0.41	-0.00	0.968	0.995	(B) White
POLR3A	10q22.3	8.48	8.49	0.44	0.40	-0.00	0.968	0.995	(B) White
LRRTM4	2p12	0.43	0.43	0.76	0.90	-0.00	0.968	0.995	(B) White
NENF	1q32.3	10.03	10.03	0.59	0.66	0.00	0.968	0.995	(A) Asian
RGPD5	2q13	5.97	5.96	1.68	1.36	0.01	0.968	0.995	(A) Asian
ATG2B	14q32.2	9.63	9.63	0.43	0.43	0.00	0.968	0.995	(A) Asian
PYY	17q21.31	1.21	1.22	1.08	1.42	-0.01	0.968	0.995	(B) White
ASCL2	11p15.5	3.84	3.84	1.14	1.19	0.01	0.968	0.995	(A) Asian
SIGLEC17P	19q13.41	2.79	2.78	1.74	1.77	0.01	0.968	0.995	(A) Asian
NEUROG2	4q25	0.67	0.66	1.36	1.17	0.01	0.968	0.995	(A) Asian
CTXN3	5q23.2	0.27	0.26	0.55	0.53	0.00	0.968	0.995	(A) Asian
SNX11	17q21.32	9.24	9.24	0.30	0.40	0.00	0.968	0.995	(A) Asian
MMP16	8q21.3	6.70	6.71	1.82	1.95	-0.01	0.968	0.995	(B) White
OR1E2	17p13.2	0.02	0.02	0.09	0.12	-0.00	0.968	0.995	(B) White
RARB	3p24.2	7.12	7.13	0.78	0.84	-0.00	0.968	0.995	(B) White
RIMKLB	12p13.31	9.13	9.13	0.46	0.45	0.00	0.968	0.995	(A) Asian
BBS4	15q24.1	8.67	8.66	0.40	0.46	0.00	0.968	0.995	(A) Asian
MAP7D3	Xq26.3	8.16	8.16	0.46	0.49	-0.00	0.968	0.995	(B) White
MAP4K1	19q13.2	6.54	6.53	1.46	1.49	0.01	0.968	0.995	(A) Asian
CD86	3q13.33	6.66	6.66	0.96	1.35	-0.01	0.968	0.995	(B) White
ARHGAP22	10q11.22-q11.23	7.64	7.63	0.71	0.96	0.00	0.968	0.995	(A) Asian
DBF4	7q21.12	6.53	6.53	0.39	0.44	-0.00	0.968	0.995	(B) White
MRPS31	13q14.11	8.50	8.50	0.27	0.35	0.00	0.969	0.995	(A) Asian
FAM151A	-	0.90	0.89	0.84	1.09	0.01	0.969	0.995	(A) Asian
TREML2	6p21.1	2.53	2.53	1.23	1.42	0.01	0.969	0.995	(A) Asian
AURKA	20q13.2	5.50	5.50	0.62	0.72	0.00	0.969	0.995	(A) Asian
SMAD5-AS1	5q31.1	1.74	1.74	0.68	0.83	0.00	0.969	0.995	(A) Asian
KCTD19	16q22.1	0.91	0.90	0.62	0.71	0.00	0.969	0.995	(A) Asian
CLEC11A	19q13.33	7.52	7.52	0.96	0.94	0.01	0.969	0.995	(A) Asian
HES7	17p13.1	2.17	2.17	0.95	1.21	0.01	0.969	0.995	(A) Asian
CNTD2	19q13.2	6.55	6.55	1.09	1.36	-0.01	0.969	0.995	(B) White
KCNK6	19q13.2	6.23	6.23	0.80	0.95	-0.00	0.969	0.995	(B) White
KRTAP5-9	11q13.4	1.98	1.97	1.18	1.01	0.01	0.969	0.995	(A) Asian
ZNF560	19p13.2	2.67	2.66	2.02	2.17	0.01	0.969	0.995	(A) Asian
FAM3C	7q31.31	11.60	11.61	0.40	0.55	-0.00	0.969	0.995	(B) White
SCARNA1	1p35.3	0.04	0.04	0.13	0.21	-0.00	0.969	0.995	(B) White
POLR2J4	7p13	8.35	8.35	0.50	0.54	-0.00	0.969	0.995	(B) White
BRS3	Xq26.3	0.11	0.12	0.34	0.36	-0.00	0.969	0.995	(B) White
PDGFD	11q22.3	8.89	8.88	0.86	0.98	0.01	0.970	0.995	(A) Asian
EFCAB3	17q23.2	0.22	0.22	0.32	0.34	0.00	0.970	0.995	(A) Asian
BMP6	6p24.3	6.15	6.14	0.93	0.93	0.01	0.970	0.995	(A) Asian
PORCN	Xp11.23	8.95	8.95	0.64	0.66	0.00	0.970	0.995	(A) Asian
BTF3P11	13q22.3	0.11	0.11	0.23	0.25	-0.00	0.970	0.995	(B) White
ITSN2	2p23.3	11.30	11.30	0.37	0.50	-0.00	0.970	0.995	(B) White
OMD	9q22.31	4.51	4.53	2.71	2.50	-0.02	0.970	0.995	(B) White
WDR26	1q42.11-q42.12	11.43	11.43	0.30	0.35	-0.00	0.970	0.995	(B) White
SNRPB	20p13	11.20	11.20	0.38	0.38	0.00	0.970	0.995	(A) Asian
ADH5	4q23	10.96	10.96	0.28	0.28	0.00	0.970	0.995	(A) Asian
TNFSF11	13q14.11	3.31	3.32	1.78	2.03	-0.01	0.970	0.995	(B) White
LRRC57	15q15.2	8.27	8.27	0.37	0.37	0.00	0.970	0.995	(A) Asian
CDCA4	14q32.33	8.02	8.02	0.47	0.47	0.00	0.970	0.995	(A) Asian
TSSC4	11p15.5	9.58	9.58	0.43	0.46	-0.00	0.970	0.995	(B) White
SLC38A11	2q24.3	3.54	3.55	1.30	1.37	-0.01	0.970	0.995	(B) White
