Gene	Cytoband	(A) Asian	(B) White	(A) Asian	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
ZNF615	19q13.41	6.57	6.60	0.91	0.85	-0.03	0.751	0.869	(B) White
OR4F5	1p36.33	0.03	0.04	0.18	0.35	-0.01	0.751	0.869	(B) White
ANKHD1	5q31.3	10.84	10.83	0.50	0.53	0.02	0.751	0.869	(A) Asian
B3GNT4	12q24.31	1.88	1.83	1.53	1.61	0.05	0.751	0.870	(A) Asian
ZFHX4-AS1	8q21.13	1.87	1.81	1.83	1.63	0.06	0.752	0.870	(A) Asian
TRPC6	11q22.1	4.06	4.02	1.15	1.20	0.04	0.752	0.870	(A) Asian
TNFSF11	13q14.11	3.63	3.71	2.16	2.21	-0.08	0.752	0.870	(B) White
HUWE1	Xp11.22	11.80	11.82	0.51	0.42	-0.02	0.752	0.870	(B) White
SNORA70	Xq28	0.08	0.07	0.32	0.22	0.01	0.752	0.870	(A) Asian
OR5K1	3q11.2	0.06	0.05	0.25	0.20	0.01	0.752	0.870	(A) Asian
DKFZP434L192	7p11.2	0.27	0.30	0.84	0.86	-0.03	0.752	0.870	(B) White
NUTM1	15q14	0.08	0.07	0.24	0.23	0.01	0.752	0.870	(A) Asian
BRINP2	1q25.2	1.01	1.05	1.16	1.21	-0.04	0.752	0.870	(B) White
MNAT1	14q23.1	7.61	7.59	0.59	0.55	0.02	0.752	0.870	(A) Asian
MAS1	6q25.3	0.03	0.02	0.17	0.14	0.01	0.752	0.870	(A) Asian
AP2B1	17q12	11.40	11.42	0.59	0.52	-0.02	0.752	0.870	(B) White
NOL10	2p25.1	9.47	9.45	0.34	0.39	0.01	0.753	0.870	(A) Asian
TRAF3IP2	6q21	8.00	8.04	1.10	0.91	-0.04	0.753	0.870	(B) White
SMTNL1	11q12.1	1.78	1.82	1.13	1.22	-0.04	0.753	0.870	(B) White
DDX10	11q22.3	8.86	8.84	0.56	0.47	0.02	0.753	0.870	(A) Asian
RB1CC1	8q11.23	10.45	10.47	0.85	0.73	-0.03	0.753	0.871	(B) White
ZNF570	19q13.12	4.63	4.67	1.10	1.11	-0.04	0.753	0.871	(B) White
ZNF740	12q13.13	9.18	9.20	0.53	0.54	-0.02	0.753	0.871	(B) White
KPNA7	7q22.1	3.94	3.88	1.89	1.95	0.07	0.753	0.871	(A) Asian
CACTIN	19p13.3	8.94	8.96	0.46	0.40	-0.02	0.754	0.871	(B) White
RGPD6	2q13	8.34	8.31	0.77	0.73	0.03	0.754	0.871	(A) Asian
PPARD	6p21.31	9.72	9.75	0.76	0.84	-0.03	0.754	0.871	(B) White
SLC35B1	17q21.33	10.82	10.81	0.51	0.54	0.02	0.754	0.871	(A) Asian
POLR3G	5q14.3	5.65	5.69	1.04	0.94	-0.03	0.754	0.871	(B) White
LINC01816	2p13.3	5.11	5.16	1.36	1.39	-0.05	0.754	0.871	(B) White
ESCO1	18q11.2	8.56	8.54	0.55	0.58	0.02	0.754	0.871	(A) Asian
GPR143	Xp22.2	4.65	4.74	2.59	2.15	-0.08	0.754	0.871	(B) White
ABHD10	3q13.2	9.70	9.72	0.51	0.48	-0.02	0.754	0.871	(B) White
NYX	Xp11.4	0.14	0.12	0.53	0.43	0.02	0.754	0.871	(A) Asian
OR52E4	11p15.4	0.05	0.05	0.19	0.19	-0.01	0.754	0.871	(B) White
HMGN2P46	15q21.1	4.72	4.68	0.94	0.90	0.03	0.754	0.871	(A) Asian
PARP4	13q12.12	10.45	10.42	0.64	0.63	0.02	0.755	0.872	(A) Asian
RFX3	9p24.2	3.81	3.85	1.07	1.17	-0.04	0.755	0.872	(B) White
OR2M3	1q44	0.00	0.00	0.05	0.03	0.00	0.755	0.872	(A) Asian
CPNE7	16q24.3	4.22	4.30	2.32	2.19	-0.08	0.755	0.872	(B) White
NCR2	6p21.1	0.06	0.05	0.26	0.21	0.01	0.755	0.872	(A) Asian
ALDH5A1	6p22.3	11.41	11.45	1.18	1.04	-0.04	0.755	0.872	(B) White
SELL	1q24.2	6.43	6.38	1.54	1.29	0.05	0.755	0.872	(A) Asian
HMGXB4	22q12.3	8.37	8.35	0.70	0.65	0.02	0.755	0.872	(A) Asian
STK32C	10q26.3	6.00	5.96	1.13	1.18	0.04	0.755	0.872	(A) Asian
INIP	9q32	6.90	6.92	0.75	0.65	-0.02	0.755	0.872	(B) White
ZNF135	19q13.43	4.41	4.35	2.01	1.64	0.06	0.755	0.872	(A) Asian
CABP2	11q13.2	0.01	0.02	0.10	0.10	-0.00	0.755	0.872	(B) White
DCAF6	1q24.2	11.53	11.51	0.54	0.58	0.02	0.755	0.872	(A) Asian
TCEANC2	1p32.3	6.83	6.81	0.63	0.67	0.02	0.755	0.872	(A) Asian
QRICH2	17q25.1	6.44	6.40	1.27	1.12	0.04	0.756	0.872	(A) Asian
PKD1L1	7p12.3	2.43	2.47	1.23	1.21	-0.04	0.756	0.872	(B) White
COPG1	3q21.3	12.28	12.26	0.44	0.39	0.01	0.756	0.872	(A) Asian
DUSP14	17q12	8.26	8.28	0.62	0.68	-0.02	0.756	0.872	(B) White
SIGLEC7	19q13.41	4.97	4.92	1.41	1.31	0.05	0.756	0.872	(A) Asian
ALG5	13q13.3	9.82	9.80	0.61	0.58	0.02	0.756	0.872	(A) Asian
STAT5A	17q21.2	8.74	8.77	0.81	0.78	-0.03	0.756	0.873	(B) White
STAMBP	2p13.1	9.34	9.32	0.39	0.44	0.01	0.756	0.873	(A) Asian
ALG9	11q23.1	9.43	9.41	0.54	0.44	0.02	0.757	0.873	(A) Asian
DENND6B	22q13.33	6.45	6.42	0.92	1.03	0.03	0.757	0.873	(A) Asian
RBPJL	20q13.12	0.23	0.20	1.32	0.69	0.04	0.757	0.873	(A) Asian
KISS1	1q32.1	4.95	5.01	1.77	1.66	-0.06	0.757	0.873	(B) White
AGO1	1p34.3	9.12	9.14	0.58	0.54	-0.02	0.757	0.873	(B) White
CCL19	9p13.3	5.15	5.26	3.38	3.00	-0.11	0.757	0.873	(B) White
YBX3	12p13.2	9.07	9.02	1.51	1.35	0.05	0.757	0.873	(A) Asian
ZNF558	19p13.2	7.77	7.73	0.96	1.16	0.04	0.758	0.873	(A) Asian
GJA3	13q12.11	1.48	1.42	1.62	1.46	0.05	0.758	0.873	(A) Asian
IDH3G	Xq28	10.27	10.29	0.63	0.69	-0.02	0.758	0.873	(B) White
CDRT15	17p12	0.07	0.08	0.26	0.24	-0.01	0.758	0.874	(B) White
CDH4	20q13.33	0.82	0.86	1.17	1.04	-0.04	0.758	0.874	(B) White
SYNGR4	19q13.33	1.77	1.73	1.35	1.32	0.05	0.758	0.874	(A) Asian
LLCFC1	7q34	0.17	0.15	0.43	0.45	0.01	0.758	0.874	(A) Asian
EPHB2	1p36.12	6.47	6.55	2.38	2.25	-0.08	0.759	0.874	(B) White
CLPP	19p13.3	10.30	10.28	0.64	0.61	0.02	0.759	0.874	(A) Asian
CRISP2	6p12.3	0.63	0.57	1.67	1.49	0.05	0.759	0.874	(A) Asian
TBC1D20	20p13	9.88	9.86	0.45	0.45	0.02	0.759	0.874	(A) Asian
ITM2B	13q14.2	13.40	13.38	0.64	0.72	0.02	0.759	0.874	(A) Asian
CGRRF1	14q22.2	7.31	7.29	0.59	0.53	0.02	0.759	0.874	(A) Asian
GLIPR2	9p13.3	7.31	7.27	1.29	1.23	0.04	0.759	0.874	(A) Asian
NSUN5P2	7q11.23	8.39	8.36	0.76	0.92	0.03	0.759	0.874	(A) Asian
OGFOD2	12q24.31	9.15	9.16	0.51	0.57	-0.02	0.759	0.874	(B) White
FER	5q21.3	4.79	4.76	0.93	0.99	0.03	0.759	0.874	(A) Asian
SERPINF1	17p13.3	14.10	14.06	1.18	1.50	0.05	0.759	0.874	(A) Asian
KCTD3	1q41	11.47	11.44	0.71	0.69	0.02	0.759	0.874	(A) Asian
ATAT1	6p21.33	7.25	7.22	0.85	0.92	0.03	0.759	0.874	(A) Asian
MRPL16	11q12.1	10.31	10.29	0.47	0.47	0.02	0.759	0.874	(A) Asian
LSP1	11p15.5	8.86	8.82	1.37	1.32	0.05	0.759	0.874	(A) Asian
SLC4A1AP	2p23.3	9.20	9.18	0.36	0.38	0.01	0.759	0.874	(A) Asian
IL17C	16q24.2	0.27	0.26	0.51	0.44	0.02	0.759	0.875	(A) Asian
NIPAL4	5q33.3	0.88	0.85	1.06	0.97	0.03	0.759	0.875	(A) Asian
NR1I3	1q23.3	9.72	9.64	2.43	2.49	0.08	0.759	0.875	(A) Asian
HOTAIR	12q13.13	0.24	0.27	0.93	0.82	-0.03	0.760	0.875	(B) White
MAATS1	3q13.33	4.49	4.42	1.94	1.77	0.06	0.760	0.875	(A) Asian
COL26A1	7q22.1	5.51	5.43	2.56	2.43	0.08	0.760	0.875	(A) Asian
NEPRO	3q13.2	9.23	9.24	0.42	0.41	-0.01	0.760	0.875	(B) White
DAPP1	4q23	4.28	4.33	1.58	1.37	-0.05	0.760	0.875	(B) White
LRRC31	3q26.2	5.46	5.38	2.37	2.54	0.08	0.760	0.875	(A) Asian
SMG1P5	16p11.2	5.46	5.41	1.52	1.26	0.05	0.760	0.875	(A) Asian
ACOXL	2q13	0.93	0.90	0.94	0.94	0.03	0.760	0.875	(A) Asian
MFAP2	1p36.13	4.79	4.87	2.66	2.57	-0.09	0.760	0.875	(B) White
TIMP2	17q25.3	10.94	10.89	1.55	1.40	0.05	0.761	0.876	(A) Asian
MACROD2	20p12.1	6.03	5.98	1.58	1.46	0.05	0.761	0.876	(A) Asian
SNORA71C	20q11.23	0.05	0.04	0.20	0.18	0.01	0.761	0.876	(A) Asian
TAAR8	6q23.2	0.04	0.05	0.29	0.24	-0.01	0.761	0.876	(B) White
TFPI	2q32.1	12.30	12.25	1.39	1.57	0.05	0.761	0.876	(A) Asian
MT1F	16q13	6.74	6.83	2.73	2.68	-0.09	0.761	0.876	(B) White
LINC02447	4p16.1	2.96	2.99	1.15	1.15	-0.04	0.761	0.876	(B) White
GALNT3	2q24.3	3.95	3.88	2.17	1.79	0.07	0.761	0.876	(A) Asian
ASPG	14q32.33	6.68	6.81	3.80	3.70	-0.13	0.762	0.876	(B) White
PCCB	3q22.3	11.61	11.63	0.71	0.78	-0.03	0.762	0.876	(B) White
ACTR6	12q23.1	8.69	8.67	0.54	0.51	0.02	0.762	0.876	(A) Asian
KCNS1	20q13.12	1.55	1.49	1.91	1.64	0.06	0.762	0.876	(A) Asian
GCM2	6p24.2	0.03	0.04	0.17	0.20	-0.01	0.762	0.876	(B) White
IZUMO2	19q13.33	0.06	0.05	0.32	0.35	0.01	0.762	0.876	(A) Asian
ACTRT1	Xq25	0.08	0.09	0.30	0.30	-0.01	0.762	0.876	(B) White
ATP1B3	3q23	9.38	9.42	1.24	1.03	-0.04	0.762	0.877	(B) White
TMEM67	8q22.1	5.29	5.33	1.21	1.18	-0.04	0.762	0.877	(B) White
LINC02593	1p36.33	0.09	0.10	0.28	0.33	-0.01	0.762	0.877	(B) White
S100A16	1q21.3	11.41	11.45	1.25	1.07	-0.04	0.763	0.877	(B) White
NANP	20p11.21	7.52	7.54	0.52	0.48	-0.02	0.763	0.877	(B) White
MRPS27	5q13.2	10.58	10.56	0.47	0.50	0.02	0.763	0.877	(A) Asian
SLC6A10P	16p11.2	1.59	1.65	1.71	1.68	-0.06	0.763	0.877	(B) White
PGLYRP3	1q21.3	0.09	0.10	0.32	0.37	-0.01	0.763	0.877	(B) White
YIPF2	19p13.2	10.13	10.11	0.60	0.56	0.02	0.763	0.877	(A) Asian
NKX2-1	14q13.3	0.19	0.22	0.82	0.73	-0.03	0.763	0.877	(B) White
IMPDH1	7q32.1	7.94	7.89	1.60	1.27	0.05	0.763	0.877	(A) Asian
OSM	22q12.2	3.51	3.56	1.50	1.60	-0.05	0.764	0.877	(B) White
SNX21	20q13.12	8.30	8.32	0.63	0.60	-0.02	0.764	0.877	(B) White
NR6A1	9q33.3	3.51	3.54	1.14	1.24	-0.04	0.764	0.877	(B) White
PEMT	17p11.2	10.01	9.97	1.12	1.19	0.04	0.764	0.877	(A) Asian
OR2A2	7q35	0.02	0.02	0.11	0.14	-0.00	0.764	0.877	(B) White
PLEKHA6	1q32.1	10.44	10.48	1.21	0.89	-0.04	0.764	0.877	(B) White
PNLIPRP2	10q25.3	0.29	0.26	0.94	0.98	0.03	0.764	0.878	(A) Asian
CTAG1B	Xq28	2.10	2.20	3.15	3.06	-0.10	0.764	0.878	(B) White
HOXD3	2q31.1	1.95	2.00	1.54	1.41	-0.05	0.764	0.878	(B) White
NDUFV3	21q22.3	10.09	10.07	0.68	0.61	0.02	0.764	0.878	(A) Asian
EZHIP	Xp11.22	0.79	0.84	1.65	1.69	-0.06	0.764	0.878	(B) White
GNB1L	22q11.21	7.05	7.08	0.82	0.86	-0.03	0.764	0.878	(B) White
GOLGA8CP	15q11.2	0.79	0.76	0.81	0.92	0.03	0.764	0.878	(A) Asian
GSTT2	22q11.23	6.44	6.36	2.24	2.53	0.08	0.764	0.878	(A) Asian
PRSS33	16p13.3	0.20	0.22	0.67	0.58	-0.02	0.764	0.878	(B) White
ERBB2	17q12	10.84	10.89	1.34	1.51	-0.05	0.765	0.878	(B) White
RAMP2	17q21.2	8.18	8.14	1.05	1.12	0.04	0.765	0.878	(A) Asian
MBOAT1	6p22.3	7.80	7.85	1.61	1.63	-0.05	0.765	0.878	(B) White
ZNF614	19q13.41	6.31	6.27	1.22	1.21	0.04	0.766	0.879	(A) Asian
ICOS	2q33.2	3.37	3.31	1.77	1.76	0.06	0.766	0.879	(A) Asian
ZNF547	19q13.43	4.81	4.78	1.07	1.00	0.03	0.766	0.879	(A) Asian
PHF20	20q11.22-q11.23	9.19	9.20	0.50	0.41	-0.02	0.766	0.879	(B) White
DPPA3	12p13.31	0.04	0.03	0.25	0.30	0.01	0.766	0.879	(A) Asian
ARMC6	19p13.11	10.10	10.07	0.86	0.80	0.03	0.766	0.879	(A) Asian
NARS	18q21.31	11.50	11.48	0.56	0.49	0.02	0.766	0.879	(A) Asian
MYO9B	19p13.11	10.68	10.69	0.47	0.49	-0.02	0.766	0.879	(B) White
SUPV3L1	10q22.1	9.56	9.57	0.51	0.43	-0.02	0.766	0.879	(B) White
ZNF131	5p12	8.38	8.36	0.49	0.54	0.02	0.766	0.879	(A) Asian
PSPN	19p13.3	1.03	1.00	0.86	0.83	0.03	0.766	0.879	(A) Asian
SNX2	5q23.2	10.36	10.38	0.51	0.46	-0.02	0.766	0.879	(B) White
AGTRAP	1p36.22	9.06	9.03	0.90	0.77	0.03	0.766	0.879	(A) Asian
CAPN5	11q13.5	10.79	10.82	1.13	1.23	-0.04	0.766	0.879	(B) White
RNASE3	14q11.2	0.26	0.28	0.47	0.57	-0.02	0.767	0.879	(B) White
LOC728392	17p13.2	5.77	5.81	1.30	1.30	-0.04	0.767	0.879	(B) White
CFD	19p13.3	6.50	6.55	1.56	1.50	-0.05	0.767	0.879	(B) White
C6ORF62	6p22.3	11.74	11.76	0.54	0.54	-0.02	0.767	0.879	(B) White
SPAG1	8q22.2	7.07	7.11	1.16	1.24	-0.04	0.767	0.879	(B) White
TPST2	22q12.1	10.75	10.77	0.77	0.72	-0.02	0.767	0.879	(B) White
FAM153CP	5q35.3	0.13	0.11	0.46	0.42	0.01	0.767	0.879	(A) Asian
CD1A	1q23.1	1.53	1.58	1.46	1.75	-0.05	0.767	0.879	(B) White
MIR155HG	-	3.17	3.13	1.39	1.34	0.04	0.767	0.879	(A) Asian
NOD2	16q12.1	5.09	5.05	1.36	1.37	0.04	0.767	0.879	(A) Asian
COX7A2L	2p21	11.09	11.10	0.44	0.48	-0.02	0.767	0.879	(B) White
BTNL2	6p21.32	0.06	0.05	0.22	0.20	0.01	0.767	0.879	(A) Asian
SLC22A8	11q12.3	1.11	1.05	1.87	1.93	0.06	0.767	0.879	(A) Asian
IGFLR1	19q13.12	8.39	8.43	1.19	1.10	-0.04	0.767	0.879	(B) White
CASC8	8q24.21	0.02	0.02	0.20	0.13	-0.01	0.767	0.879	(B) White
CCDC191	3q13.31	5.84	5.81	0.90	0.84	0.03	0.767	0.879	(A) Asian
CD5	11q12.2	5.37	5.43	1.79	1.66	-0.06	0.767	0.879	(B) White
PTHLH	12p11.22	3.65	3.73	2.52	2.40	-0.08	0.768	0.880	(B) White
ADPGK	15q24.1	9.43	9.42	0.53	0.42	0.02	0.768	0.880	(A) Asian
SEL1L3	4p15.2	8.78	8.85	2.03	1.96	-0.07	0.768	0.880	(B) White
MMD2	10p	0.07	0.08	0.26	0.35	-0.01	0.768	0.880	(B) White
AKAP17A	Xp22.33 and Yp11.2	9.76	9.78	0.61	0.53	-0.02	0.768	0.880	(B) White
SLC44A1	9q31.1-q31.2	10.59	10.57	0.65	0.72	0.02	0.768	0.880	(A) Asian
C2ORF49	2q12.2	6.62	6.60	0.47	0.56	0.02	0.768	0.880	(A) Asian
CLDN1	3q28	12.80	12.75	1.35	1.22	0.04	0.768	0.880	(A) Asian
CTSL3P	9q21.33	0.00	0.00	0.05	0.04	0.00	0.768	0.880	(A) Asian
DPF1	19q13.2	0.89	0.85	1.27	1.02	0.04	0.768	0.880	(A) Asian
DNAH17	17q25.3	4.18	4.22	1.04	1.27	-0.04	0.768	0.880	(B) White
VLDLR-AS1	9p24.2	1.05	1.09	1.41	1.18	-0.04	0.768	0.880	(B) White
RARA	17q21.2	10.60	10.58	0.70	0.61	0.02	0.769	0.880	(A) Asian
CLDN7	17p13.1	9.42	9.35	2.12	1.85	0.06	0.769	0.880	(A) Asian
CCL4	17q12	6.21	6.17	1.50	1.47	0.05	0.769	0.880	(A) Asian
TLCD3A	17p13.3	6.48	6.52	1.27	1.20	-0.04	0.769	0.880	(B) White
YPEL5	2p23.1	10.88	10.89	0.42	0.45	-0.01	0.769	0.880	(B) White
LCE6A	1q21.3	0.07	0.08	0.40	0.32	-0.01	0.769	0.880	(B) White
LINC01089	12q24.31	7.44	7.41	0.84	0.91	0.03	0.769	0.880	(A) Asian
SLC9A5	16q22.1	2.57	2.61	1.15	1.15	-0.04	0.769	0.880	(B) White
MED24	17q21.1	10.66	10.65	0.50	0.45	0.02	0.769	0.880	(A) Asian
KRTAP2-1	17q21.2	0.05	0.04	0.21	0.17	0.01	0.769	0.880	(A) Asian
TGDS	13q32.1	8.14	8.11	0.87	0.88	0.03	0.769	0.880	(A) Asian
STOML2	9p13.3	11.19	11.17	0.59	0.57	0.02	0.769	0.880	(A) Asian
TCTN2	12q24.31	6.27	6.31	1.30	1.31	-0.04	0.769	0.880	(B) White
GALE	1p36.11	10.83	10.85	0.84	0.69	-0.03	0.769	0.880	(B) White
CDH18	5p14.3	0.51	0.55	1.42	1.40	-0.05	0.769	0.880	(B) White
DIDO1	20q13.33	10.26	10.27	0.57	0.48	-0.02	0.770	0.881	(B) White
NSMCE4A	10q26.13	9.24	9.22	0.55	0.49	0.02	0.770	0.881	(A) Asian
MIR17HG	13q31.3	4.79	4.74	1.36	1.40	0.04	0.770	0.881	(A) Asian
HEXIM2	17q21.31	7.72	7.74	0.81	0.83	-0.03	0.770	0.881	(B) White
MMP25	16p13.3	4.98	5.01	1.21	1.26	-0.04	0.770	0.881	(B) White
AMT	3p21.31	10.03	9.99	1.17	1.09	0.04	0.770	0.881	(A) Asian
CGB3	19q13.33	0.21	0.24	0.65	0.77	-0.02	0.770	0.881	(B) White
FTLP10	4q13.2	0.01	0.00	0.08	0.05	0.00	0.770	0.881	(A) Asian
RIIAD1	1q21.3	0.42	0.40	0.74	0.74	0.02	0.771	0.881	(A) Asian
HBQ1	16p13.3	0.36	0.32	0.98	1.05	0.03	0.771	0.881	(A) Asian
MYH7	14q11.2	0.25	0.23	0.68	0.54	0.02	0.771	0.881	(A) Asian
HIST1H2AG	6p22.1	2.80	2.86	1.78	2.05	-0.06	0.771	0.881	(B) White
GPRIN2	10q11.22	1.98	2.05	2.35	2.46	-0.08	0.771	0.881	(B) White
CERK	22q13.31	10.43	10.41	0.71	0.74	0.02	0.771	0.881	(A) Asian
IPW	15q11.2	7.44	7.37	2.10	1.96	0.07	0.771	0.881	(A) Asian
ZNF471	19q13.43	4.42	4.36	2.06	1.87	0.06	0.771	0.881	(A) Asian
HMX1	4p16.1	0.28	0.31	0.90	1.12	-0.03	0.771	0.882	(B) White
FABP9	8q21.13	0.02	0.01	0.14	0.15	0.00	0.772	0.882	(A) Asian
CFP	Xp11.23	5.90	5.95	1.64	1.70	-0.05	0.772	0.882	(B) White
ZNF721	4p16.3	8.29	8.31	0.59	0.60	-0.02	0.772	0.882	(B) White
TNFSF12-TNFSF13	17p13.1	5.73	5.80	2.42	2.12	-0.07	0.772	0.882	(B) White
CEP152	15q21.1	5.51	5.47	1.03	1.09	0.03	0.772	0.882	(A) Asian
IRX4	5p15.33	0.13	0.15	0.42	0.43	-0.01	0.772	0.882	(B) White
BAIAP2L2	22q13.1	7.10	7.03	2.27	2.07	0.07	0.772	0.882	(A) Asian
RBM28	7q32.1	8.41	8.40	0.51	0.49	0.02	0.773	0.883	(A) Asian
NECAB2	16q23.3	6.83	6.92	2.82	2.74	-0.09	0.773	0.883	(B) White
FANCA	16q24.3	8.15	8.12	0.87	1.06	0.03	0.773	0.883	(A) Asian
ARHGEF5	7q35	8.34	8.30	1.53	1.48	0.05	0.773	0.883	(A) Asian
PRX	19q13.2	6.90	6.93	0.86	0.83	-0.03	0.773	0.883	(B) White
SLC29A4	7p22.1	7.46	7.55	2.63	2.73	-0.09	0.773	0.883	(B) White
CACNB2	10p12.33-p12.31	5.19	5.23	1.43	1.38	-0.04	0.773	0.883	(B) White
PASD1	Xq28	0.18	0.15	0.93	0.73	0.03	0.773	0.883	(A) Asian
FAM66D	8p23.1	2.41	2.35	2.09	1.97	0.06	0.773	0.883	(A) Asian
SCN3B	11q24.1	1.70	1.75	1.47	1.51	-0.05	0.773	0.883	(B) White
BCL2A1	15q25.1	4.70	4.76	1.76	1.72	-0.06	0.773	0.883	(B) White
PUS3	11q24.2	8.73	8.75	0.54	0.61	-0.02	0.773	0.883	(B) White
CGB2	19q13.33	0.12	0.13	0.41	0.46	-0.01	0.773	0.883	(B) White
GFRA4	20p13	0.09	0.10	0.34	0.35	-0.01	0.773	0.883	(B) White
QTRT1	19p13.2	9.83	9.80	0.67	0.70	0.02	0.773	0.883	(A) Asian
EPGN	4q13.3	0.05	0.05	0.26	0.22	-0.01	0.774	0.883	(B) White
SSX7	Xp11.22	0.18	0.17	0.49	0.53	0.02	0.774	0.883	(A) Asian
MED11	17p13.2	8.56	8.59	0.69	0.66	-0.02	0.774	0.883	(B) White
PLAC8L1	5q32	1.85	1.81	1.34	1.17	0.04	0.774	0.883	(A) Asian
SIGLEC1	20p13	7.58	7.63	1.37	1.34	-0.04	0.774	0.883	(B) White
KCNJ9	1q23.2	0.50	0.48	0.90	0.81	0.03	0.774	0.883	(A) Asian
LINC00320	21q21.1	0.01	0.01	0.07	0.06	0.00	0.774	0.883	(A) Asian
TBC1D16	17q25.3	8.35	8.38	0.86	0.84	-0.03	0.774	0.883	(B) White
MRPS36	5q13.2	9.26	9.24	0.62	0.60	0.02	0.774	0.883	(A) Asian
FABP2	4q26	0.72	0.68	1.37	1.25	0.04	0.774	0.883	(A) Asian
ARL10	5q35.2	3.10	3.06	1.14	1.05	0.03	0.774	0.883	(A) Asian
CRYBA4	22q12.1	0.42	0.45	1.16	0.65	-0.03	0.774	0.883	(B) White
ELOA2	18q21.1	0.40	0.38	0.58	0.60	0.02	0.774	0.884	(A) Asian
PRDM7	16q24.3	1.52	1.57	1.36	1.51	-0.05	0.775	0.884	(B) White
EN1	2q14.2	0.77	0.72	1.66	1.39	0.05	0.775	0.884	(A) Asian
SDHAF1	19q13.12	8.58	8.56	0.79	0.71	0.02	0.775	0.884	(A) Asian
TNKS	8p23.1	9.19	9.17	0.80	0.68	0.02	0.775	0.884	(A) Asian
F8A1	Xq28	7.90	7.92	0.83	0.67	-0.02	0.775	0.884	(B) White
LHFPL5	6p21.31	0.32	0.30	0.79	0.69	0.02	0.775	0.884	(A) Asian
FMNL1	17q21.31	7.72	7.77	1.37	1.35	-0.04	0.775	0.884	(B) White
MAPK1	22q11.22	11.21	11.19	0.64	0.56	0.02	0.775	0.884	(A) Asian
SRRM2-AS1	16p13.3	4.03	4.06	1.17	1.02	-0.03	0.775	0.884	(B) White
MYH3	17p13.1	5.16	5.21	1.62	1.86	-0.05	0.775	0.884	(B) White
ODF1	8q22.3	0.03	0.03	0.15	0.16	0.00	0.775	0.884	(A) Asian
AGK	7q34	8.78	8.76	0.55	0.73	0.02	0.775	0.884	(A) Asian
TAS1R2	1p36.13	0.23	0.24	0.49	0.49	-0.02	0.775	0.884	(B) White
HS3ST1	4p15.33	4.90	4.86	1.31	1.49	0.04	0.775	0.884	(A) Asian
ZNF8	19q13.43	5.63	5.61	0.71	0.72	0.02	0.775	0.884	(A) Asian
TAFA5	22q13.32	4.57	4.66	3.16	3.10	-0.10	0.775	0.884	(B) White
KIAA1143	3p21.31	8.81	8.78	0.78	0.84	0.03	0.776	0.884	(A) Asian
ZCRB1	12q12	9.75	9.77	0.40	0.44	-0.01	0.776	0.884	(B) White
YARS	1p35.1	10.95	10.93	0.73	0.64	0.02	0.776	0.884	(A) Asian
MLLT6	17q12	10.59	10.57	0.70	0.67	0.02	0.776	0.884	(A) Asian
MAPK1IP1L	14q22.3	10.53	10.54	0.46	0.40	-0.01	0.776	0.884	(B) White
ST5	11p15.4	10.05	10.07	0.93	0.81	-0.03	0.776	0.884	(B) White
MYF5	12q21.31	0.00	0.01	0.05	0.07	-0.00	0.776	0.884	(B) White
NUP153	6p22.3	9.89	9.92	0.80	0.79	-0.02	0.776	0.884	(B) White
ZNF502	3p21.31	4.98	5.03	1.64	1.56	-0.05	0.776	0.884	(B) White
CIRBP-AS1	19p13.3	4.31	4.28	1.00	0.82	0.03	0.776	0.884	(A) Asian
HNMT	2q22.1	11.35	11.32	0.83	0.84	0.03	0.776	0.884	(A) Asian
CHRNA7	15q13.3	0.57	0.53	1.22	0.97	0.03	0.776	0.884	(A) Asian
DNM1L	12p11.21	9.81	9.82	0.54	0.51	-0.02	0.777	0.885	(B) White
SPTY2D1	11p15.1	9.08	9.10	0.54	0.51	-0.02	0.777	0.885	(B) White
ACR	22q13.33	2.53	2.49	1.47	1.34	0.04	0.777	0.885	(A) Asian
CRLF3	17q11.2	7.39	7.37	0.71	0.74	0.02	0.777	0.885	(A) Asian
PMPCB	7q22.1	10.90	10.91	0.45	0.54	-0.02	0.777	0.885	(B) White
NDUFB10	16p13.3	11.18	11.15	0.79	0.72	0.02	0.777	0.885	(A) Asian
ACACA	17q12	10.23	10.20	0.84	0.76	0.02	0.778	0.885	(A) Asian
DLX2	2q31.1	0.94	0.90	1.63	1.44	0.05	0.778	0.885	(A) Asian
NT5C2	10q24.32-q24.33	9.93	9.95	0.57	0.57	-0.02	0.778	0.885	(B) White
ULK4P3	15q13.2	1.14	1.11	1.03	1.09	0.03	0.778	0.885	(A) Asian
GRM4	6p21.31	0.99	1.03	1.39	1.50	-0.04	0.778	0.885	(B) White
SPACA3	17q11.2	0.11	0.09	0.48	0.40	0.01	0.778	0.886	(A) Asian
CMTR1	6p21.2	10.29	10.27	0.46	0.49	0.01	0.778	0.886	(A) Asian
SPRN	10q26.3	7.39	7.36	0.90	0.89	0.03	0.778	0.886	(A) Asian
PPA1	10q22.1	11.52	11.54	0.72	0.63	-0.02	0.778	0.886	(B) White
ORC5	7q22.1-q22.2	8.66	8.65	0.42	0.47	0.01	0.778	0.886	(A) Asian
LGALS3	14q22.3	9.84	9.89	1.69	1.68	-0.05	0.778	0.886	(B) White
